,time,quantile,n_clusters,calinski,davies,silhouette,ARI,AMI,homo,compl,v-measure
0,0.2134077548980713,0.2,1,,,,,,,,
1,0.17912673950195312,0.3,1,,,,,,,,
2,0.17207050323486328,0.4,1,,,,,,,,
3,0.16511964797973633,0.5,1,,,,,,,,
